"Dresses","Women","http://www.aliexpress.com/category/200003482/dresses.html"
"Accessories","Women","http://www.aliexpress.com/category/200000724/accessories.html"
"Intimates","Women","http://www.aliexpress.com/category/200000773/intimates.html"
"Outerwear & Coats","Women","http://www.aliexpress.com/category/200000775/outerwear-coats.html"
"Tops & Tees","Women","http://www.aliexpress.com/category/200000785/tops-tees.html"
"Blazer & Suits","Women","http://www.aliexpress.com/category/200000782/blazer-suits.html"
"Skirts","Women","http://www.aliexpress.com/category/100005798/skirts.html"
"Hoodies & Sweatshirts","Women","http://www.aliexpress.com/category/100003141/hoodies-sweatshirts.html"
"Blouses & Shirts","Women","http://www.aliexpress.com/category/200001648/blouses-shirts.html"
"Sweaters","Women","http://www.aliexpress.com/category/200000783/sweaters.html"
"Sleep & Lounge","Women","http://www.aliexpress.com/category/200000777/sleep-lounge.html"
"Pants & Capris","Women","http://www.aliexpress.com/category/100003142/pants-capris.html"
"Maternity","Women","http://www.aliexpress.com/category/200000774/maternity.html"
"Socks & Hosiery","Women","http://www.aliexpress.com/category/200000781/socks-hosiery.html"
"Swimwear","Women","http://www.aliexpress.com/category/200000784/swimwear.html"
"Leggings","Women","http://www.aliexpress.com/category/200001089/leggings.html"
"Jeans","Women","http://www.aliexpress.com/category/100003161/jeans.html"
"Leather Clothing","Women","http://www.aliexpress.com/category/200004209/leather-clothing.html"
"Shorts","Women","http://www.aliexpress.com/category/100003163/shorts.html"
"Jumpsuits & Rompers","Women","http://www.aliexpress.com/category/200001092/jumpsuits-rompers.html"
"Accessories","Men","http://www.aliexpress.com/category/200000599/accessories.html"
"Coats & Jackets","Men","http://www.aliexpress.com/category/200000662/coats-jackets.html"
"Hoodies & Sweatshirts","Men","http://www.aliexpress.com/category/100003084/hoodies-sweatshirts.html"
"Jeans","Men","http://www.aliexpress.com/category/100003086/jeans.html"
"Pants","Men","http://www.aliexpress.com/category/100003085/pants.html"
"Shirts","Men","http://www.aliexpress.com/category/200000668/shirts.html"
"Shorts","Men","http://www.aliexpress.com/category/100003088/shorts.html"
"Sleep & Lounge","Men","http://www.aliexpress.com/category/200000673/sleep-lounge.html"
"Socks","Men","http://www.aliexpress.com/category/200003491/socks.html"
"Suits & Blazers","Men","http://www.aliexpress.com/category/200000692/suits-blazers.html"
"Sweaters","Men","http://www.aliexpress.com/category/200000701/sweaters.html"
"Swimwear","Men","http://www.aliexpress.com/category/200000706/swimwear.html"
"Tops & Tees","Men","http://www.aliexpress.com/category/200000707/tops-tees.html"
"Underwear","Men","http://www.aliexpress.com/category/200000708/underwear.html"
"Swimwear","Girls","http://www.aliexpress.com/category/200000871/swimwear.html"
"Accessories","Girls","http://www.aliexpress.com/category/200000857/accessories.html"
"Clothing Sets","Girls","http://www.aliexpress.com/category/100003232/clothing-sets.html"
"Pants","Girls","http://www.aliexpress.com/category/100003226/pants.html"
"Dresses","Girls","http://www.aliexpress.com/category/100005782/dresses.html"
"Tops & Tees","Girls","http://www.aliexpress.com/category/200000872/tops-tees.html"
"Socks, Tights & Leggings","Girls","http://www.aliexpress.com/category/200000869/socks-tights-leggings.html"
"Outerwear & Coats","Girls","http://www.aliexpress.com/category/200000863/outerwear-coats.html"
"Sweaters","Girls","http://www.aliexpress.com/category/100003206/sweaters.html"
"Sleepwear & Robes","Girls","http://www.aliexpress.com/category/200000868/sleepwear-robes.html"
"Hoodies & Sweatshirts","Girls","http://www.aliexpress.com/category/100003207/hoodies-sweatshirts.html"
"Underwear","Girls","http://www.aliexpress.com/category/200000873/underwear.html"
"Skirts","Girls","http://www.aliexpress.com/category/100005783/skirts.html"
"Jeans","Girls","http://www.aliexpress.com/category/100003227/jeans.html"
"Blouses & Shirts","Girls","http://www.aliexpress.com/category/200000858/blouses-shirts.html"
"Shorts","Girls","http://www.aliexpress.com/category/100003228/shorts.html"
"Overalls","Girls","http://www.aliexpress.com/category/200000864/overalls.html"
"Accessories","Boys","http://www.aliexpress.com/category/200000840/accessories.html"
"Clothing Sets","Boys","http://www.aliexpress.com/category/100003196/clothing-sets.html"
"Hoodies & Sweatshirts","Boys","http://www.aliexpress.com/category/100003191/hoodies-sweatshirts.html"
"Jeans","Boys","http://www.aliexpress.com/category/100003198/jeans.html"
